address,city,state,zipcode,size,price
905 Briarcliff Ave, Maywood, NJ,7607,"4 beds / 4 baths / 3,300 sqft","1,500/mo"
Terrace Ave, Maywood, NJ,7607,"4 beds / 2.5 baths / 2,269 sqft","339,000"
464 Latham St, Maywood, NJ,7607,"5 beds / 4.5 baths / 4,500 sqft","349,000"
616 Edel Ave, Maywood, NJ,7607,"4 beds / 3 baths / 3,188 sqft","299,000"
153 Washington Ave, Maywood, NJ,7607,"5 beds / 4 baths / 5,000 sqft","230,000"
707 Elm St, Maywood, NJ,7607,"3 beds / 2.5 baths / 3,742 sqft","369,000"
153 Clinton St, Maywood, NJ,7607,"3 beds / 2.5 baths / 2,800 sqft","365,000"
364 Maywood Ave, Maywood, NJ,7607,"5 beds / 3 baths / 2,966 sqft","2,900/mo"
360 Maywood Ave, Maywood, NJ,7607,"4 beds / 3 baths / 2,102 sqft","3,000/mo"
35 Princeton Ave, Midland Park, NJ,7432,"3 beds / 1.5 baths / 1,324 sqft","349,000"
545 Godwin Ave, Midland Park, NJ,7432,"3 beds / 1.5 baths / 1,665 sqft","549,000"
36 Central Ave, Midland Park, NJ,7432,"5 beds / 6 baths / 1,255 sqft","2,200/mo"
2 Meadow Ct, Midland Park, NJ,7432,"3 beds / 1 bath / 1,329 sqft","1,850/mo"
56 Millington Dr, Midland Park, NJ,7432,"4 beds / 2 baths / 2,289 sqft","414,000"
177 Franklin Ave, Midland Park, NJ,7432,"4 beds / 3 baths / 3,034 sqft","469,000"
10 4th St, Midland Park, NJ,7432,"5 beds / 4.5 baths / 5,690 sqft","1,300/mo"
20 Oakhill Rd, Midland Park, NJ,7432,"2 beds / 1.5 baths / 1,096 sqft","1,175/mo"
180 Park Ave, Midland Park, NJ,7432,"4 beds / 1.5 baths / 1,685 sqft","629,000"
40 Hemlock St, Midland Park, NJ,7432,"3 beds / 2 baths / 2,400 sqft","499,000"
206 Franklin Ave, Midland Park, NJ,7432,"3 beds / 1 bath / 1,249 sqft","459,000"
15 Cottage Street ##3A, Midland Park, NJ,7432,"5 beds / 4.5 baths / 4,732 sqft","$220,000 "
15 Cottage St # 173B, Midland Park, NJ,7432,"4 beds / 1.5 baths / 2,469 sqft","229,900"
208 Spruce St, Midland Park, NJ,7432,"4 beds / 3.5 baths / 2,244 sqft","$350,000 "
12 Mulder Ln, Midland Park, NJ,7432,"3 beds / 1 bath / 1,383 sqft","2,800/mo"
404 Prospect St, Midland Park, NJ,7432,"3 beds / 1.5 baths / 2,109 sqft","349,000"
653 Godwin Ave, Midland Park, NJ,7432,"2 beds / 2 baths / 1,300 sqft","1,150/mo"
265 Glen Ave, Midland Park, NJ,7432,"5 beds / 4 baths / 2,624 sqft","1,800/mo"
100 Orchard St, Midland Park, NJ,7432,"6 beds / 5.5 baths / 5,845 sqft","599,000"
4 Goble Ter, Midland Park, NJ,7432,"3 beds / 3 baths / 2,652 sqft","597,000"
112 Prospect St, Midland Park, NJ,7432,"5 beds / 4.5 baths / 4,000 sqft","465,000"
127 Prospect St, Midland Park, NJ,7432,"3 beds / 1 bath / 1,329 sqft","579,000"
15 Franklin Ave, Midland Park, NJ,7432,"4 beds / 2 baths / 2,289 sqft","749,000"
14 Erie Ave, Montvale, NJ,7645,"4 beds / 3 baths / 3,034 sqft","1,500/mo"
51 Westmoreland Ave, Montvale, NJ,7645,"5 beds / 4.5 baths / 5,690 sqft","2,500/mo"
3 Holdrum Ct, Montvale, NJ,7645,"2 beds / 1.5 baths / 1,096 sqft","2,200/mo"
44 Boxwood Ln UNIT 44, Montvale, NJ,7645,"4 beds / 1.5 baths / 1,685 sqft","$1,190,000 "
40 Boxwood Ln, Montvale, NJ,7645,"3 beds / 2 baths / 2,400 sqft","2,895/mo"
601 Four Seasons Ln # 611, Montvale, NJ,7645,"3 beds / 1 bath / 1,249 sqft","1,850/mo"
701 Four Seasons Ln UNIT 711, Montvale, NJ,7645,"5 beds / 4.5 baths / 4,732 sqft","659,000"
12A Forshee Cir # 12A, Montvale, NJ,7645,"4 beds / 1.5 baths / 2,469 sqft","2,500/mo"
3A Forshee Cir, Montvale, NJ,7645,"4 beds / 3.5 baths / 2,244 sqft","1,550/mo"
144 Greenway, Montvale, NJ,7645,"3 beds / 1 bath / 1,383 sqft","1,595/mo"
48A Forshee Cir # 48A, Montvale, NJ,7645,"3 beds / 1.5 baths / 2,109 sqft","$472,500 "
501 Four Seasons Ln # 501, Montvale, NJ,7645,"2 beds / 2 baths / 1,300 sqft","1,100/mo"
9 Donnybrook Rd, Montvale, NJ,7645,"5 beds / 4 baths / 2,624 sqft","800,000"
41 Forshee Cir # 41A, Montvale, NJ,7645,"6 beds / 5.5 baths / 5,845 sqft","575,000"
11 Blue Sky Ln, Montvale, NJ,7645,"3 beds / 3 baths / 2,652 sqft","4,500/mo"
901 Four Seasons Ln, Montvale, NJ,7645,"5 beds / 4.5 baths / 4,000 sqft","666,000"
911 Four Seasons Ln, Montvale, NJ,7645,"4 beds / 2 baths / 1,890 sqft","715,000"
7 Westminster Ct, Montvale, NJ,7645,"3 beds / 1 bath / 1,296 sqft","639,000"
69 Montvale Ave, Montvale, NJ,7645,"1 bed / 2 baths / 700,157 sqft","3,500/mo"
137 Greenway, Montvale, NJ,7645,"4 beds / 1 bath / 1,456 sqft","1,375/mo"
91 Spring Valley Rd, Montvale, NJ,7645,"3 beds / 2 baths / 1,936 sqft","$575,000 "
23 Rolling Ridge Rd # 23B, Montvale, NJ,7645,"2 beds / 3 baths / 1,606 sqft","2,850/mo"
18 Pine St, Montvale, NJ,7645,"3 beds / 2 baths / 1,692 sqft","1,350/mo"
13-15 Oak St, Moonachie Boro, NJ,7074,"2 beds / 1 bath / 2,512 sqft","1,395/mo"
7 Austin St, Moonachie, NJ,7074,"5 beds / 2 baths / 1,328 sqft","2,500/mo"
220 Moonachie Rd, Moonachie, NJ,7074,"2 beds / 1 bath / 1,413 sqft","1,600/mo"
14 Sova Pl, Moonachie, NJ,7074,"4 beds / 2 baths / 2,000 sqft","599,000"
31 Daniel St, Moonachie, NJ,7074,"2 beds / 1 bath / 1,200 sqft","149,000"
15 Oak St, MOONACHIE, NJ,7074,"3 beds / 2 baths / 1,956 sqft","1,350/mo"
14 Concord St, Moonachie, NJ,7074,"4 beds / 2 baths / 2,001 sqft","2,650/mo"
Edstan Dr, Moonachie, NJ,7074,"4 beds / 2 baths / 1,711 sqft","1,475/mo"
6 Truman Pl, Moonachie, NJ,7074,"4 beds / 2 baths / 1,879 sqft","$500,000 "
7 W 3rd St, Moonachie, NJ,7074,"3 beds / 3 baths / 1,363 sqft","1,900/mo"
16 Henry St, Moonachie, NJ,7074,"5 beds / 2 baths / 5,248 sqft","1,850/mo"
30 Edstan Dr # A, Moonachie, NJ,7074,"4 beds / 2 baths / 5,300 sqft","1,850/mo"
31 Daniel St # A, Moonachie, NJ,7074,"3 beds / 2 baths / 2,741 sqft","1,700/mo"
600 Abbott Ave, Ridgefield, NJ,7657,"3 beds / 3 baths / 1,948 sqft","959,000"
665 Edgewater Ave, Ridgefield, NJ,7657,"3 beds / 2.5 baths / 12,196 sqft","1,275/mo"
817 Maple Ave, Ridgefield, NJ,7657,"4 beds / 2 baths / 1,877 sqft","$3,590,000 "
893 Linden Ave, Ridgefield, NJ,7657,"6 beds / 3.5 baths / 2,700 sqft","375,000"
1025 Linden Ave, Ridgefield, NJ,7657,"3 beds / 1 bath / 1,288 sqft","565,000"
670 Clinton Pl, Ridgefield, NJ,7657,"3 beds / 1.5 baths / 1,271 sqft","435,000"
729 Broad Ave APT 7, Ridgefield, NJ,7657,"4 beds / 2 baths / 1,746 sqft","229,000"
721 Hamilton Ave, Ridgefield, NJ,7657,"3 beds / 2 baths / 1,008 sqft","65,000"
513 Abbott Ave, Ridgefield, NJ,7657,"3 beds / 2 baths / 1,308 sqft","529,000"
676 Virgil Ave, Ridgefield, NJ,7657,"1 bed / 1 bath / 1,757 sqft","548,000"
627 Studio Rd, Ridgefield, NJ,7657,"2 beds / 1 bath / 1,072 sqft","349,000"
594 Morse Ave, Ridgefield, NJ,7657,"5 beds / 3 baths / 1,466 sqft","529,000"
569 Monroe Pl, Ridgefield, NJ,7657,"3 beds / 2 baths / 1,268 sqft","324,000"
757 Ray Ave, Ridgefield, NJ,7657,"4 beds / 1.5 baths / 1,960 sqft","$529,000 "
384 Bernard Pl, Ridgefield, NJ,7657,"4 beds / 2 baths / 2,112 sqft","$579,000 "
350 Shaler Blvd # 2, Ridgefield, NJ,7657,"3 beds / 3 baths / 1,692 sqft","2,100/mo"
348 Shaler Blvd # 2, Ridgefield, NJ,7657,"3 beds / 4 baths / 1,788 sqft","1,200/mo"
718 Oak St, Ridgefield, NJ,7657,"5 beds / 3 baths / 1,460 sqft","725,000"
924 Linden Ave, Ridgefield, NJ,7657,"5 beds / 3 baths / 3,615 sqft","525,000"
663 Prospect Ave, Ridgefield, NJ,7657,"3 beds / 1.5 baths / 1,416 sqft","499,000"
505 Studio Rd, Ridgefield, NJ,7657,"5 beds / 2 baths / 1,988 sqft","700,000"
957 Maple Ave, Ridgefield, NJ,7657,"4 beds / 2 baths / 1,652 sqft","959,000"
336 Monmouth Ave # 1, New Milford, NJ,7646,"4 beds / 3.5 baths / 2,546 sqft","2,900/mo"
617 Concord St # R, New Milford, NJ,7646,"4 beds / 3.5 baths / 1,966 sqft","3,000/mo"
347 Shea Dr, New Milford, NJ,7646,"6 beds / 7 baths / 6,000 sqft","489,000"
698 Cypress St, New Milford, NJ,7646,"3 beds / 3 baths / 1,809 sqft","410,000"
451 Boulevard, New Milford, NJ,7646,"3 beds / 1 bath / 5,000 sqft","625,000"
191 Trotta Dr, New Milford, NJ,7646,"2 beds / 1 bath / 1,935 sqft","569,000"
640 Princeton St, New Milford, NJ,7646,"4 beds / 3 baths / 2,111 sqft","9,400/mo"
60 Bulger Ave, New Milford, NJ,7646,"4 beds / 2 baths / 1,550 sqft","699,000"
608 River Rd, New Milford, NJ,7646,"3 beds / 2 baths / 1,769 sqft","579,000"
727 Berkley St, New Milford, NJ,7646,"3 beds / 1.5 baths / 1,190 sqft","1,350/mo"
982 Pleasant Dr, New Milford, NJ,7646,"4 beds / 2 baths / 1,998 sqft","829,000"
12 Westley Ln # 12, New Milford, NJ,7646,"3 beds / 2 baths / 1,801 sqft","1,200/mo"
137 California Ave, New Milford, NJ,7646,"3 beds / 1 bath / 1,379 sqft","325,000"
16 Harrison St, New Milford, NJ,7646,"5 beds / 2.5 baths / 1,768 sqft","230,000"
408 Martin Pl, New Milford, NJ,7646,"2 beds / 2.5 baths / 1,476 sqft","349,000"
225 Birchwood Rd, New Milford, NJ,7646,"3 beds / 1 bath / 1,096 sqft","354,000"
267 Boulevard, New Milford, NJ,7646,"3 beds / 2 baths / 1,617 sqft","425,000"
548 River Rd, New Milford, NJ,7646,"4 beds / 2 baths / 1,218 sqft","3,000/mo"
482 Ryeside Ave, New Milford, NJ,7646,"3 beds / 3 baths / 1,491 sqft","569,000"
338 Lacey Dr, New Milford, NJ,7646,"4 beds / 2 baths / 1,750 sqft","465,000"
12 Westley Ln, New Milford, NJ,7646,"4 beds / 2 baths / 2,521 sqft","399,000"
769 River Rd, New Milford, NJ,7646,"3 beds / 2 baths / 1,694 sqft","599,000"
233 Grand St, New Milford, NJ,7646,"4 beds / 4 baths / 4,688 sqft","575,000"
185 Cedar Rd, New Milford, NJ,7646,"3 beds / 4 baths / 3,000 sqft","349,000"
169 Riverview Avenue # FL 2ND, North Arlington, NJ,7031,"6 beds / 5.5 baths / 5,200 sqft","2,200/mo"
109 Arlington Blvd, North Arlington, NJ,7031,"6 beds / 5.5 baths / 5,070 sqft","329,000"
321 Stover Ave # 2, North Arlington, NJ,7031,"5 beds / 4.5 baths / 4,675 sqft","4,500/mo"
24 Melrose Ave, North Arlington, NJ,7031,"6 beds / 7.5 baths / 2,694 sqft","390,000"
158 Crystal St, North Arlington, NJ,7031,"6 beds / 6 baths / 2,228 sqft","299,000"
14 Bond Pl, North Arlington, NJ,7031,"4 beds / 4.5 baths / 4,038 sqft","1,175/mo"
26 Renner Pl, North Arlington, NJ,7031,"4 beds / 3.5 baths / 5,700 sqft","309,000"
74 Sunset Ave, North Arlington, NJ,7031,"3 beds / 2.5 baths / 65,340 sqft","325,000"
426 River Rd, North Arlington, NJ,7031,"4 beds / 3 baths / 1,631 sqft","1,800/mo"
1 Stratford Pl, North Arlington, NJ,7031,"5 beds / 3 baths / 3,200 sqft","480,000"
51 Stover Ave, North Arlington, NJ,7031,"4 beds / 1 bath / 1,400 sqft","1,900/mo"
50 Noel Dr, North Arlington, NJ,7031,"5 beds / 2 baths / 2,200 sqft","449,000"
286 Eagle St, North Arlington, NJ,7031,"3 beds / 4 baths / 2,133 sqft","2,500/mo"
91 Morgan Pl, North Arlington, NJ,7031,"2 beds / 1 bath / 1,166 sqft","265,000"
23 Bayliss St, NORTH ARLINGTON, NJ,7031,"6 beds / 3.5 baths / 3,254 sqft","385,000"
14 6th St, North Arlington, NJ,7031,"4 beds / 3 baths / 2,388 sqft","334,000"
6 High St, North Arlington, NJ,7031,"5 beds / 3.5 baths / 1,574 sqft","359,000"
128 River Rd, North Arlington, NJ,7031,"3 beds / 2.5 baths / 1,694 sqft","230,000"
20 2nd St APT 1606, Jersey City, NJ,7302,"4 beds / 1 bath / 1,440 sqft","2,500/mo"
123 Stevens Pl, North Arlington, NJ,7031,"3 beds / 1 bath / 1,850 sqft","310,000"
74 3rd St, North Arlington, NJ,7031,"3 beds / 2 baths / 2,101 sqft","349,000"
55 Fairmount Ave, North Arlington, NJ,7031,"3 beds / 1 bath / 1,136 sqft","1,600/mo"
20 Allan Dr, North Arlington, NJ,7031,"4 beds / 1 bath / 1,344 sqft","339,000"
336 Monmouth Ave # 1, New Milford, NJ,7646,"4 beds / 1 bath / 1,283 sqft","2,200/mo"
617 Concord St # R, New Milford, NJ,7646,"3 beds / 2 baths / 1,106 sqft","1,850/mo"
347 Shea Dr, New Milford, NJ,7646,"5 beds / 6.5 baths / 4,794 sqft","489,000"
698 Cypress St, New Milford, NJ,7646,"6 beds / 2 baths / 2,120 sqft","410,000"
451 Boulevard, New Milford, NJ,7646,"2 beds / 1 bath / 1,347 sqft","625,000"
191 Trotta Dr, New Milford, NJ,7646,"3 beds / 1.5 baths / 1,342 sqft","569,000"
640 Princeton St, New Milford, NJ,7646,"3 beds / 1.5 baths / 1,569 sqft","3,500/mo"
60 Bulger Ave, New Milford, NJ,7646,"3 beds / 1.5 baths / 1,402 sqft","699,000"
608 River Rd, New Milford, NJ,7646,"4 beds / 2 baths / 1,600 sqft","579,000"
727 Berkley St, New Milford, NJ,7646,"4 beds / 4 baths / 2,187 sqft","2,850/mo"
982 Pleasant Dr, New Milford, NJ,7646,"11 beds / 6 baths / 4,636 sqft","$829,000 "
137 California Ave, New Milford, NJ,7646,"4 beds / 3 baths / 1,549 sqft","325,000"
16 Harrison St, New Milford, NJ,7646,"4 beds / 2 baths / 1,619 sqft","230,000"
408 Martin Pl, New Milford, NJ,7646,"4 beds / 1.5 baths / 2,326 sqft","349,000"
225 Birchwood Rd, New Milford, NJ,7646,"4 beds / 2.5 baths / 2,120 sqft","354,000"
267 Boulevard, New Milford, NJ,7646,"4 beds / 4.5 baths / 4,000 sqft","425,000"
548 River Rd, New Milford, NJ,7646,"6 beds / 7 baths / 7,000 sqft","1,350/mo"
482 Ryeside Ave, New Milford, NJ,7646,"3 beds / 1.5 baths / 1,152 sqft","569,000"
338 Lacey Dr, New Milford, NJ,7646,"5 beds / 2.5 baths / 2,544 sqft","465,000"
12 Westley Ln, New Milford, NJ,7646,"4 beds / 2 baths / 1,433 sqft","399,000"
769 River Rd, New Milford, NJ,7646,"5 beds / 4.5 baths / 1,224 sqft","599,000"
233 Grand St, New Milford, NJ,7646,"8 beds / 7 baths / 3,571 sqft","575,000"
185 Cedar Rd, New Milford, NJ,7646,"6 beds / 5.5 baths / 6,035 sqft","349,000"
512 White Ave, Northvale, NJ,7647,"4 beds / 2.5 baths / 2,229 sqft","499,000"
402 Longview Ct, Northvale, NJ,7647,"7 beds / 6.5 baths / 4,000 sqft","499,000"
403 Briarwood Ln, Northvale, NJ,7647,"4 beds / 2.5 baths / 2,824 sqft","410,000"
191 Bradley Ave, Northvale, NJ,7647,"5 beds / 5.5 baths / 6,010 sqft","545,000"
212 Walnut St, Northvale, NJ,7647,"6 beds / 5 baths / 3,278 sqft","519,000"
410 West Ave, Northvale, NJ,7647,"4 beds / 3 baths / 2,174 sqft","550,000"
438 Tappan Rd, Northvale, NJ,7647,"4 beds / 4.5 baths / 2,812 sqft","408,000"
206 New York Ave, Northvale, NJ,7647,"5 beds / 4.5 baths / 1,118 sqft","325,000"
192 Scharer Ave, Northvale, NJ,7647,"5 beds / 3 baths / 2,768 sqft","199,000"
112 Paris Ave STE C, Northvale, NJ,7647,"5 beds / 4.5 baths / 1,043 sqft","1,100/mo"
184 Glanz Ave, Northvale, NJ,7647,"6 beds / 5.5 baths / 5,068 sqft","$379,000 "
461 Clinton Ave, Northvale, NJ,7647,"2 beds / 1 bath / 1,754 sqft","$599,000 "
181 High St, Northvale, NJ,7647,"3 beds / 2 baths / 1,797 sqft","1,700/mo"
100 Legrand Ave, Northvale, NJ,7647,"3 beds / 2 baths / 1,416 sqft","$175,000 "
122 Rio Vista Ln # 122, Northvale, NJ,7647,"5 beds / 5.5 baths / 3,443 sqft","1,695/mo"
1308 Rio Vista Ln # 1308, Northvale, NJ,7647,"4 beds / 1.5 baths / 1,533 sqft","1,850/mo"
1310 Rio Vista Ln # 1310, Northvale, NJ,7647,"4 beds / 2 baths / 2,838 sqft","1,350/mo"
1301 Rio Vista Ln # 1301, Northvale, NJ,7647,"4 beds / 1.5 baths / 1,515 sqft","2,100/mo"
2207 Rio Vista Ln # 2207, Northvale, NJ,7647,"2 beds / 1 bath / 1,040 sqft","1,200/mo"
2208 Rio Vista Ln # 2308, Northvale, NJ,7647,"4 beds / 4 baths / 4,067 sqft","1,500/mo"
1205 Rio Vista Ln # 1205, Northvale, NJ,7647,"5 beds / 3.5 baths / 2,782 sqft","1,000/mo"
120 Rio Vista Ln # 120, Northvale, NJ,7647,"3 beds / 2 baths / 1,849 sqft","9,400/mo"
125 Rio Vista Ln # 125, Northvale, NJ,7647,"4 beds / 3 baths / 3,434 sqft","1,700/mo"
848 Hemlock Ct # 848, Norwood, NJ,7648,"2 beds / 2.5 baths / 1,720 sqft","1,775/mo"
61 Railroad Ave, Norwood, NJ,7648,"1 bed / 1 bath / 1,315 sqft","595,000"
108 Briarwood Ave, Norwood, NJ,7648,"5 beds / 2.5 baths / 3,282 sqft","859,000"
723 Blanch Ave, Norwood, NJ,7648,"4 beds / 2.5 baths / 2,536 sqft","525,000"
412 Dogwood Ct, Norwood, NJ,7648,"3 beds / 3 baths / 1,480 sqft","489,000"
870 Broadway, Norwood, NJ,7648,"4 beds / 2.5 baths / 2,392 sqft","549,000"
875 Broadway, Norwood, NJ,7648,"5 beds / 4 baths / 3,800 sqft","359,000"
155 Kensington Ave, Norwood, NJ,7648,"3 beds / 1.5 baths / 1,313 sqft","425,000"
822 Hemlock Ct, Norwood, NJ,7648,"4 beds / 2.5 baths / 2,912 sqft","544,000"
415 Tappan Rd, Norwood, NJ,7648,"4 beds / 2.5 baths / 3,000 sqft","539,000"
8 John Cir, Norwood, NJ,7648,"5 beds / 2.5 baths / 3,000 sqft","578,000"
31 Cobblestone Xing, Norwood, NJ,7648,"4 beds / 1.5 baths / 1,533 sqft","863,000"
51 Virgil Rd, Norwood, NJ,7648,"4 beds / 2 baths / 2,838 sqft","3,250/mo"
30 Cathy Ct, Norwood, NJ,7648,"4 beds / 1.5 baths / 1,515 sqft","1,400/mo"
Railroad Ave, Norwood, NJ,7648,"2 beds / 1 bath / 1,040 sqft","4,200/mo"
275 High St, Norwood, NJ,7648,"4 beds / 4 baths / 4,067 sqft","1,100/mo"
158B Rockland Ave, Norwood, NJ,7648,"5 beds / 3.5 baths / 2,782 sqft","1,050/mo"
Carpenter Ave, Norwood, NJ,7648,"3 beds / 2 baths / 1,849 sqft","2,900/mo"
320 Rivervale Ave, Norwood, NJ,7648,"4 beds / 3 baths / 3,434 sqft","3,500/mo"
30 Jenni Ln, Norwood, NJ,7648,"2 beds / 2.5 baths / 1,720 sqft","989,000"
51 Sherwood Rd, Norwood, NJ,7648,"1 bed / 1 bath / 1,315 sqft","788,000"
310 Kensington Ave, Norwood, NJ,7648,"5 beds / 2.5 baths / 3,282 sqft","390,000"
20 White Ct, Norwood, NJ,7648,"4 beds / 2.5 baths / 2,536 sqft","560,000"
7 Huron Ave, Oakland, NJ,7436,"3 beds / 3 baths / 1,480 sqft","289,000"
14 Spruce St, Oakland, NJ,7436,"4 beds / 2.5 baths / 2,392 sqft","359,000"
193 W Oakland Ave, Oakland, NJ,7436,"5 beds / 4 baths / 3,800 sqft","2,200/mo"
18 Princeton Ter, Oakland, NJ,7436,"3 beds / 1.5 baths / 1,313 sqft","699,000"
158 Lakeshore Dr, Oakland, NJ,7436,"4 beds / 2.5 baths / 2,912 sqft","599,000"
65 Powhatan Path, Oakland, NJ,7436,"4 beds / 2.5 baths / 3,000 sqft","449,000"
62 Iroquois Ave, Oakland, NJ,7436,"5 beds / 2.5 baths / 3,000 sqft","287,000"
92 Chicasaw Dr, Oakland, NJ,7436,"4 beds / 1.5 baths / 1,533 sqft","524,000"
54 Calumet Ave, Oakland, NJ,7436,"4 beds / 2 baths / 2,838 sqft","290,000"
2 Ramapo Valley Rd, Oakland, NJ,7436,"4 beds / 1.5 baths / 1,515 sqft","374,000"
616 Ramapo Valley Rd, Oakland, NJ,7436,"2 beds / 1 bath / 1,040 sqft","389,000"
46 Chuckanutt Dr, Oakland, NJ,7436,"4 beds / 4 baths / 4,067 sqft","$525,000 "
10 Harvard Way, Oakland, NJ,7436,"5 beds / 3.5 baths / 2,782 sqft","$665,000 "
11 Rutgers Dr, Oakland, NJ,7436,"3 beds / 2 baths / 1,849 sqft","187,000"
19 Academy Cir, Oakland, NJ,7436,"4 beds / 3 baths / 3,434 sqft","529,000"
52 Algonquin Trl, Oakland, NJ,7436,"2 beds / 2.5 baths / 1,720 sqft","$699,777 "
53 Walton Ave, Oakland, NJ,7436,"1 bed / 1 bath / 1,315 sqft","399,000"
59 Seminole Ave, Oakland, NJ,7436,"5 beds / 2.5 baths / 3,282 sqft","329,000"
79 W Sheffield St, Oakland, NJ,7436,"4 beds / 2.5 baths / 2,536 sqft","510,000"
10 Crooked Hl, Oakland, NJ,7436,"3 beds / 3 baths / 1,480 sqft","700,000"
18 Minnehaha Blvd, Oakland, NJ,7436,"4 beds / 2.5 baths / 2,392 sqft","399,000"
77 Roosevelt Blvd, Oakland, NJ,7436,"5 beds / 4 baths / 3,800 sqft","280,000"
46 Overlook Rdg, Oakland, NJ,7436,"3 beds / 1.5 baths / 1,313 sqft","$1,999,000 "
12 Hemlock St, Oakland, NJ,7436,"4 beds / 2.5 baths / 2,912 sqft","549,000"
54 Island Ter, Oakland, NJ,7436,"4 beds / 2.5 baths / 3,000 sqft","350,222"
73 Harding Ave, Westwood, NJ,7675,"5 beds / 2.5 baths / 3,000 sqft","184,000"
5 Charles Pl, Old Tappan, NJ,7675,"3 beds / 2 baths / 1,694 sqft","499,000"
713 Orange Ct, Rivervale, NJ,7675,"4 beds / 4 baths / 4,688 sqft","749,000"
190 Beck Pl, Rivervale, NJ,7675,"3 beds / 4 baths / 3,000 sqft","289,980"
22 Ampssler Way, Old Tappan, NJ,7675,"6 beds / 5.5 baths / 5,200 sqft","$1,795,000 "
5 Princeton Pl, Westwood, NJ,7675,"6 beds / 5.5 baths / 5,070 sqft","2,350/mo"
127 Kinderkamack Rd, Westwood, NJ,7675,"5 beds / 4.5 baths / 4,675 sqft","349,000"
15 Woods Edge Rd, Old Tappan, NJ,7675,"6 beds / 7.5 baths / 2,694 sqft","659,000"
40 Orangeburgh Rd, Old Tappan, NJ,7675,"6 beds / 6 baths / 2,228 sqft","479,000"
81 Greenwoods Rd, Old Tappan, NJ,7675,"4 beds / 4.5 baths / 4,038 sqft","$1,350,000 "
144 Dewolf Rd, Old Tappan, NJ,7675,"4 beds / 3.5 baths / 5,700 sqft","869,000"
773 Rivervale Rd, Rivervale, NJ,7675,"3 beds / 2.5 baths / 65,340 sqft","$788,777 "
58 Harding Ave, Westwood, NJ,7675,"3 beds / 2 baths / 1,694 sqft","$174,000 "
631 Lafayette Ave, Westwood, NJ,7675,"4 beds / 4 baths / 4,688 sqft","349,000"
33 Ruckner Rd, Westwood, NJ,7675,"3 beds / 4 baths / 3,000 sqft","489,000"
503 Piermont Ave S, Rivervale, NJ,7675,"6 beds / 5.5 baths / 5,200 sqft","369,000"
503 Piermont Ave S # 503, Rivervale, NJ,7675,"6 beds / 5.5 baths / 5,070 sqft","$369,000 "
Orangeburgh Rd, Rivervale, NJ,7675,"5 beds / 4.5 baths / 4,675 sqft","$618,000 "
22 Stewart Ct, Old Tappan, NJ,7675,"6 beds / 7.5 baths / 2,694 sqft","$2,250,000 "
43 Harding Ave, Westwood, NJ,7675,"6 beds / 6 baths / 2,228 sqft","$239,000 "
12 Moeser Pl, Old Tappan, NJ,7675,"4 beds / 4.5 baths / 4,038 sqft","$1,589,000 "
163 Dewolf Rd, Old Tappan, NJ,7675,"4 beds / 3.5 baths / 5,700 sqft","$1,695,000 "
631 Long Hill Rd, Rivervale, NJ,7675,"3 beds / 2.5 baths / 65,340 sqft","$695,000 "
641 Montview Pl, Rivervale, NJ,7675,"4 beds / 2 baths / 1,888 sqft","$989,000 "
9 Fred St, Old Tappan, NJ,7675,"3 beds / 2.5 baths / 1,971 sqft","$849,000 "
466 Hasbrouck Blvd, Oradell, NJ,7649,"4 beds / 2 baths / 1,296 sqft","$450,000 "
510 Reis Ave, Oradell, NJ,7649,"4 beds / 1 bath / 1,305 sqft","$374,999 "
295 Merritt Dr, Oradell, NJ,7649,"3 beds / 1.5 baths / 1,420 sqft","$749,000 "
70 Elliot Ct, Oradell, NJ,7649,"2 beds / 1.5 baths / 1,294 sqft","$619,000 "
651 Lake Ave, Oradell, NJ,7649,"3 beds / 2 baths / 1,506 sqft","$529,000 "
350 Maple Ave APT 4, Oradell, NJ,7649,"3 beds / 2.5 baths / 1,971 sqft","1,595/mo"
336 Pershing Ave, Oradell, NJ,7649,"2 beds / 2 baths / 1,457 sqft","639,000"
45 Merritt Dr, Oradell, NJ,7649,"3 beds / 3 baths / 1,662 sqft","619,000"
243 Sussex St, Oradell, NJ,7649,"3 beds / 2.5 baths / 1,971 sqft","509,000"
376 Bergen Blvd, Oradell, NJ,7649,"3 beds / 2.5 baths / 2,510 sqft","429,000"
263 Essex St, Oradell, NJ,7649,"3 beds / 1.5 baths / 1,607 sqft","569,000"
238 Merritt Dr, Oradell, NJ,7649,"5 beds / 2 baths / 1,890 sqft","999,000"
938 Amaryllis Ave, Oradell, NJ,7649,"3 beds / 2 baths / 1,295 sqft","399,000"
610 Schaefer Ave, Oradell, NJ,7649,"3 beds / 1.5 baths / 1,722 sqft","489,000"
660 Oradell Ave, Oradell, NJ,7649,"4 beds / 1 bath / 1,152 sqft","849,000"
687 Oradell Ave, Oradell, NJ,7649,"4 beds / 2.5 baths / 1,832 sqft","439,000"
1035 Soldier Hill Rd, Oradell, NJ,7649,"2 beds / 1 bath / 1,040 sqft","540,000"
886 Oradell Ave, Oradell, NJ,7649,"3 beds / 2.5 baths / 2,053 sqft","2,850/mo"
542 Wendel Pl, Oradell, NJ,7649,"3 beds / 2.5 baths / 1,971 sqft","950,000"
10 Amelia Ct, Oradell, NJ,7649,"2 beds / 1 bath / 2,146 sqft","459,000"
